Date_Time,DO_mgL,Spec_con,DO_Sat ,Water_Temp,Receiver_Serial
2023-05-30 14:00,7.751,0,96.006787,26.271,139256
2023-05-30 15:00,7.365,0,96.688856,29.554,139256
2023-05-30 16:00,7.43,0,95.113917,28.114,139256
2023-05-30 17:00,7.087,0,97.479162,32.283,139256
2023-05-30 18:00,7.104,0,104.676624,36.456,139256
2023-05-30 19:00,7,0,103.129155,36.447,139256
2023-05-30 20:00,6.947,0,102.363247,36.456,139256
2023-05-30 21:00,6.875,0,95.545334,32.899,139256
2023-05-30 22:00,6.758,0,95.073332,33.632,139256
2023-05-30 23:00,8.102,0,94.920075,23.26,139256
2023-05-31 00:00,8.145,0,94.71579,22.867,139256
2023-05-31 01:00,8.139,0,92.977906,21.938,139256
2023-05-31 02:00,7.839,0,94.366085,24.712,139256
2023-05-31 03:00,7.737,0,94.589857,25.553,139256
2023-05-31 04:00,7.801,0,94.625021,25.124,139256
2023-05-31 05:00,7.908,0,94.427806,24.275,139256
2023-05-31 06:00,8.037,0,94.293798,23.336,139256
2023-05-31 07:00,8.167,0,94.035738,22.348,139256
2023-05-31 08:00,8.304,0,93.7031,21.303,139256
2023-05-31 09:00,8.443,0,93.629436,20.416,139256
2023-05-31 10:00,8.574,0,93.66916,19.662,139256
2023-05-31 11:00,8.637,0,93.647311,19.285,139256
2023-05-31 12:00,8.802,0,93.762798,18.411,139256
2023-05-31 13:00,8.402,0,94.700065,21.244,139256
2023-05-31 14:00,8.195,0,95.463896,22.959,139256
2023-05-31 15:00,6.806,0,96.385335,34.032,139256
2023-05-31 16:00,7.185,0,95.741626,30.417,139256
2023-05-31 17:00,7.314,0,95.947684,29.511,139256
2023-05-31 18:00,7.173,0,76.763729,18.638,139256
2023-05-31 19:00,7.307,0,78.491699,18.823,139256
2023-05-31 20:00,7.401,0,79.691455,18.941,139256
2023-05-31 21:00,7.477,0,81.001496,19.243,139256
2023-05-31 22:00,7.328,0,78.958046,18.974,139256
2023-05-31 23:00,7.412,0,79.822804,18.949,139256
2023-06-01 00:00,7.344,0,79.010579,18.899,139256
2023-06-01 01:00,7.517,0,81.104123,19.041,139256
2023-06-01 02:00,7.43,0,80.152503,19.033,139256
2023-06-01 03:00,7.393,0,79.605314,18.941,139256
2023-06-01 04:00,7.256,0,78.022782,18.873,139256
2023-06-01 05:00,7.299,0,78.526445,18.899,139256
2023-06-01 06:00,7.195,0,77.459225,18.932,139256
2023-06-01 07:00,7.066,0,76.084289,18.941,139256
2023-06-01 08:00,7.038,0,75.782794,18.941,139256
2023-06-01 09:00,7.022,0,75.596759,18.932,139256
2023-06-01 10:00,7.012,0,75.502835,18.941,139256
2023-06-01 11:00,7.026,0,75.678048,18.957,139256
2023-06-01 12:00,6.982,0,75.255785,18.991,139256
2023-06-01 13:00,6.904,0,74.47818,19.033,139256
2023-06-01 14:00,6.9,0,74.460567,19.05,139256
2023-06-01 15:00,6.892,0,74.38624,19.058,139256
2023-06-01 16:00,6.995,0,75.805698,19.26,139256
2023-06-01 17:00,7.145,0,77.809772,19.503,139256
2023-06-01 18:00,7.16,0,78.104325,19.587,139256
2023-06-01 19:00,7.117,0,77.739313,19.654,139256
2023-06-01 20:00,7.047,0,77.374767,19.914,139256
2023-06-01 21:00,7.166,0,78.693889,19.922,139256
2023-06-01 22:00,7.112,0,78.192567,19.981,139256
2023-06-01 23:00,7.156,0,78.715418,20.006,139256
2023-06-02 00:00,7.162,0,79.08205,20.198,139256
2023-06-02 01:00,6.99,0,77.158384,20.182,139256
2023-06-02 02:00,6.681,0,73.588295,20.073,139256
2023-06-02 03:00,7.111,0,78.298132,20.056,139256
2023-06-02 04:00,6.767,0,74.460113,20.022,139256
2023-06-02 05:00,6.865,0,75.514442,20.006,139256
2023-06-02 06:00,6.855,0,75.378976,19.989,139256
2023-06-02 07:00,6.919,0,76.05703,19.972,139256
2023-06-02 08:00,6.662,0,73.183924,19.939,139256
2023-06-02 09:00,6.629,0,72.747553,19.888,139256
2023-06-02 10:00,6.389,0,70.067707,19.855,139256
2023-06-02 11:00,6.72,0,73.709503,19.863,139256
2023-06-02 12:00,6.488,0,71.153433,19.855,139256
2023-06-02 13:00,6.711,0,73.635704,19.88,139256
2023-06-02 14:00,6.65,0,73.075348,19.955,139256
2023-06-02 15:00,6.655,0,73.14338,19.964,139256
2023-06-02 16:00,6.839,0,75.340556,20.081,139256
2023-06-02 17:00,6.76,0,74.569292,20.148,139256
2023-06-02 18:00,6.708,0,74.30237,20.357,139256
2023-06-02 19:00,6.864,0,76.395528,20.6,139256
2023-06-02 20:00,6.917,0,76.921779,20.558,139256
2023-06-02 21:00,7.001,0,78.099793,20.717,139256
2023-06-02 22:00,6.875,0,76.909714,20.86,139256
2023-06-02 23:00,7.139,0,79.875571,20.868,139256
2023-06-03 00:00,7.203,0,80.552157,20.843,139256
2023-06-03 01:00,7.193,0,80.400899,20.818,139256
2023-06-03 02:00,7.085,0,79.193712,20.818,139256
2023-06-03 03:00,7.261,0,81.213516,20.851,139256
2023-06-03 04:00,6.984,0,78.103049,20.843,139256
2023-06-03 05:00,6.881,0,76.887824,20.801,139256
2023-06-03 06:00,7.017,0,78.407479,20.801,139256
2023-06-03 07:00,6.844,0,76.462386,20.793,139256
2023-06-03 08:00,6.795,0,75.938783,20.809,139256
2023-06-03 09:00,6.508,0,72.708534,20.793,139256
2023-06-03 10:00,6.415,0,71.645615,20.776,139256
2023-06-03 11:00,6.404,0,71.475036,20.742,139256
2023-06-03 12:00,6.151,0,68.629734,20.726,139256
2023-06-03 13:00,6.289,0,70.203927,20.751,139256
2023-06-03 14:00,6.589,0,73.625036,20.801,139256
2023-06-03 15:00,6.756,0,75.465905,20.784,139256
2023-06-03 16:00,6.776,0,75.763585,20.834,139256
2023-06-03 17:00,6.785,0,75.902896,20.86,139256
2023-06-03 18:00,6.717,0,75.153973,20.868,139256
2023-06-03 19:00,7.062,0,79.674297,21.294,139256
2023-06-03 20:00,6.831,0,76.817637,21.127,139256
2023-06-03 21:00,7.242,0,81.945348,21.445,139256
2023-06-03 22:00,6.921,0,78.083519,21.294,139256
2023-06-03 23:00,7.104,0,80.148146,21.294,139256
2023-06-04 00:00,7.209,0,81.478474,21.386,139256
2023-06-04 01:00,6.942,0,78.360091,21.32,139256
2023-06-04 02:00,6.821,0,76.817494,21.202,139256
2023-06-04 03:00,6.956,0,78.197361,21.11,139256
2023-06-04 04:00,7.037,0,79.056973,21.077,139256
2023-06-04 05:00,6.929,0,77.84365,21.077,139256
2023-06-04 06:00,6.958,0,78.131275,21.052,139256
2023-06-04 07:00,7.013,0,78.722708,21.035,139256
2023-06-04 08:00,6.933,0,77.760799,20.993,139256
2023-06-04 09:00,6.804,0,76.22736,20.935,139256
2023-06-04 10:00,6.678,0,74.779125,20.91,139256
2023-06-04 11:00,6.688,0,74.81777,20.86,139256
2023-06-04 12:00,6.518,0,72.867411,20.826,139256
2023-06-04 13:00,5.915,0,66.071762,20.784,139256
2023-06-04 14:00,5.379,0,60.035013,20.742,139256
2023-06-04 15:00,6.814,0,76.001765,20.709,139256
2023-06-04 16:00,7.238,0,80.664347,20.667,139256
2023-06-04 17:00,7.116,0,79.304711,20.667,139256
2023-06-04 18:00,7.461,0,83.478307,20.868,139256
2023-06-04 19:00,7.414,0,83.006096,20.901,139256
2023-06-04 20:00,7.198,0,80.403135,20.784,139256
2023-06-04 21:00,7.497,0,84.19686,21.06,139256
2023-06-04 22:00,7.461,0,83.807289,21.069,139256
2023-06-04 23:00,7.439,0,83.476918,21.018,139256
2023-06-05 00:00,7.494,0,84.094102,21.018,139256
2023-06-05 01:00,7.248,0,81.268409,20.977,139256
2023-06-05 02:00,7.188,0,80.529434,20.935,139256
2023-06-05 03:00,7.357,0,82.342117,20.885,139256
2023-06-05 04:00,7.233,0,80.966955,20.893,139256
2023-06-05 05:00,7.206,0,80.652072,20.885,139256
2023-06-05 06:00,7.024,0,78.588879,20.868,139256
2023-06-05 07:00,7.061,0,78.964151,20.843,139256
2023-06-05 08:00,6.715,0,75.057978,20.818,139256
2023-06-05 09:00,6.939,0,77.523742,20.793,139256
2023-06-05 10:00,6.429,0,71.78929,20.767,139256
2023-06-05 11:00,6.529,0,72.905938,20.767,139256
2023-06-05 12:00,6.165,0,68.807558,20.742,139256
2023-06-05 13:00,6.162,0,68.740312,20.717,139256
2023-06-05 14:00,7.146,0,79.560767,20.617,139256
2023-06-05 15:00,7.25,0,80.532881,20.5,139256
2023-06-05 16:00,7.148,0,79.360739,20.475,139256
2023-06-05 17:00,7.394,0,82.023969,20.433,139256
2023-06-05 18:00,7.399,0,82.11993,20.458,139256
2023-06-05 19:00,7.437,0,82.623101,20.508,139256
2023-06-05 20:00,7.429,0,82.698559,20.609,139256
2023-06-05 21:00,7.632,0,85.013501,20.642,139256
2023-06-05 22:00,7.669,0,85.748367,20.834,139256
2023-06-05 23:00,7.769,0,86.667233,20.717,139256
2023-06-06 00:00,7.733,0,86.265634,20.717,139256
2023-06-06 01:00,7.719,0,86.238041,20.793,139256
2023-06-06 02:00,7.597,0,84.763468,20.726,139256
2023-06-06 03:00,7.36,0,82.132046,20.734,139256
2023-06-06 04:00,7.255,0,80.88083,20.684,139256
2023-06-06 05:00,7.025,0,78.290556,20.667,139256
2023-06-06 06:00,7.083,0,78.885729,20.634,139256
2023-06-06 07:00,6.999,0,77.871999,20.583,139256
2023-06-06 08:00,6.756,0,75.119511,20.55,139256
2023-06-06 09:00,7.013,0,77.848081,20.466,139256
2023-06-06 10:00,7.141,0,79.21736,20.433,139256
2023-06-06 11:00,7.483,0,82.873696,20.349,139256
2023-06-06 12:00,7.33,0,81.151963,20.332,139256
2023-06-06 13:00,6.326,0,70.025395,20.324,139256
2023-06-06 14:00,7.649,0,84.725525,20.357,139256
2023-06-06 15:00,7.831,0,86.871747,20.433,139256
2023-06-06 16:00,7.608,0,84.327994,20.391,139256
